
https://en.wikipedia.org/wiki/Elon_Musk; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/Wikipedia:Protection_policy#extended; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Elon_Musk#mw-head; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/Elon_Musk#searchInput; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society; 0; 0; 0; 1; 0; 
https://en.wikipedia.org/wiki/File:Elon_Musk_Royal_Society_(crop1).jpg; 0; 0; 0; 23; 0; 
https://en.wikipedia.org/wiki/Royal_Society; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Pretoria; 0; 0; 0; 1; 0; 
https://en.wikipedia.org/wiki/South_Africa; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/University_of_Pretoria; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Queen%27s_University_at_Kingston; 1; 4; 0; 2; 0; 
https://en.wikipedia.org/wiki/University_of_Pennsylvania; 0; 1; 0; 5; 3; 
https://en.wikipedia.org/wiki/Bachelor_of_Science; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Bachelor_of_Arts; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/w/index.php?title=Elon_Musk&action=edit; 5; 21; 0; 118; 0; 
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-net-1; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/SpaceX; 3; 5; 0; 31; 0; 
https://en.wikipedia.org/wiki/Tesla,_Inc.; 38; 10; 0; 64; 0; 
https://en.wikipedia.org/wiki/The_Boring_Company; 4; 7; 0; 38; 0; 
https://en.wikipedia.org/wiki/X.com; 2; 2; 0; 13; 0; 
https://en.wikipedia.org/wiki/PayPal; 2; 0; 0; 7; 0; 
https://en.wikipedia.org/wiki/Neuralink; 3; 4; 0; 26; 0; 
https://en.wikipedia.org/wiki/OpenAI; 3; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/Zip2; 4; 4; 0; 15; 0; 
https://en.wikipedia.org/wiki/SolarCity; 11; 3; 0; 18; 0; 
https://en.wikipedia.org/wiki/Tesla_Energy; 13; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/Justine_Musk; 2; 2; 0; 7; 0; 
https://en.wikipedia.org/wiki/Talulah_Riley; 2; 3; 0; 8; 0; 
https://en.wikipedia.org/wiki/Grimes_(musician); 2; 2; 0; 11; 0; 
https://en.wikipedia.org/wiki/Maye_Musk; 2; 7; 0; 12; 0; 
https://en.wikipedia.org/wiki/Tosca_Musk; 2; 2; 0; 8; 0; 
https://en.wikipedia.org/wiki/Kimbal_Musk; 5; 4; 0; 7; 0; 
https://en.wikipedia.org/wiki/Lyndon_Rive; 3; 1; 0; 5; 0; 
https://en.wikipedia.org/wiki/File:Elon_Musk_Signature.svg; 0; 0; 0; 28; 1; 
https://en.wikipedia.org/wiki/File:Elon_Musk_2015.jpg; 3; 1; 0; 16; 0; 
https://en.wikipedia.org/wiki/List_of_awards_and_honors_received_by_Elon_Musk; 3; 0; 0; 18; 0; 
https://en.wikipedia.org/wiki/Views_of_Elon_Musk; 5; 15; 0; 52; 0; 
https://en.wikipedia.org/wiki/Zip2; 4; 4; 0; 15; 0; 
https://en.wikipedia.org/wiki/X.com; 2; 2; 0; 13; 0; 
https://en.wikipedia.org/wiki/SpaceX; 3; 5; 0; 31; 0; 
https://en.wikipedia.org/wiki/Tesla,_Inc.; 38; 10; 0; 64; 0; 
https://en.wikipedia.org/wiki/Tesla_Energy; 13; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/OpenAI; 3; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/Neuralink; 3; 4; 0; 26; 0; 
https://en.wikipedia.org/wiki/The_Boring_Company; 4; 7; 0; 38; 0; 
https://en.wikipedia.org/wiki/Elon_Musk_in_popular_culture; 4; 1; 0; 21; 0; 
https://en.wikipedia.org/wiki/Elon_Musk:_Tesla,_SpaceX,_and_the_Quest_for_a_Fantastic_Future; 7; 3; 0; 11; 0; 
https://en.wikipedia.org/wiki/The_Musk_Who_Fell_to_Earth; 1; 2; 0; 13; 0; 
https://en.wikipedia.org/wiki/Ludicrous:_The_Unvarnished_Story_of_Tesla_Motors; 3; 0; 0; 4; 0; 
https://en.wikipedia.org/wiki/One_Crew_over_the_Crewcoo%27s_Morty; 1; 0; 0; 10; 0; 
https://en.wikipedia.org/wiki/Boring_Test_Tunnel; 2; 1; 0; 10; 0; 
https://en.wikipedia.org/wiki/Criticism_of_Tesla,_Inc.; 12; 4; 0; 43; 0; 
https://en.wikipedia.org/wiki/Grimes_(musician); 2; 2; 0; 11; 0; 
https://en.wikipedia.org/wiki/Hyperloop; 3; 6; 0; 36; 0; 
https://en.wikipedia.org/wiki/Elon_Musk%27s_Tesla_Roadster; 7; 3; 0; 35; 0; 
https://en.wikipedia.org/wiki/TSLAQ; 7; 1; 0; 19; 0; 
https://en.wikipedia.org/wiki/Template:Elon_Musk_series; 1; 0; 0; 2; 0; 
https://en.wikipedia.org/wiki/Template_talk:Elon_Musk_series; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/w/index.php?title=Template:Elon_Musk_series&action=edit; 2; 0; 0; 2; 0; 
https://en.wikipedia.org/wiki/Fellow_of_the_Royal_Society; 0; 0; 0; 1; 0; 
https://en.wikipedia.org/wiki/Help:IPA/English; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Help:Pronunciation_respelling_key; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Business_magnate; 0; 1; 0; 2; 0; 
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-2; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/Chief_executive_officer; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Chief_technology_officer; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/SpaceX; 3; 5; 0; 31; 0; 
https://en.wikipedia.org/wiki/Elon_Musk#cite_note-5; 15; 25; 0; 135; 0; 
https://en.wikipedia.org/wiki/Tesla,_Inc.; 38; 10; 0; 64; 0; 
https://en.wikipedia.org/wiki/The_Boring_Company; 4; 7; 0; 38; 0; 
https://en.wikipedia.org/wiki/Neuralink; 3; 4; 0; 26; 0; 
https://en.wikipedia.org/wiki/OpenAI; 3; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/Centibillionaire; 0; 1; 0; 1; 0; 
https://en.wikipedia.org/wiki/Richest_people; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Pretoria; 0; 0; 0; 1; 0; 
https://en.wikipedia.org/wiki/South_Africa; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/University_of_Pretoria; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Canada; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Queen%27s_University_at_Kingston; 1; 4; 0; 2; 0; 
https://en.wikipedia.org/wiki/University_of_Pennsylvania; 0; 1; 0; 5; 3; 
https://en.wikipedia.org/wiki/Stanford_University; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Zip2; 4; 4; 0; 15; 0; 
https://en.wikipedia.org/wiki/Kimbal_Musk; 5; 4; 0; 7; 0; 
https://en.wikipedia.org/wiki/Compaq; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/X.com; 2; 2; 0; 13; 0; 
https://en.wikipedia.org/wiki/Confinity; 0; 1; 0; 2; 0; 
https://en.wikipedia.org/wiki/PayPal; 2; 0; 0; 7; 0; 
https://en.wikipedia.org/wiki/EBay; 0; 0; 0; 0; 2; 
https://en.wikipedia.org/wiki/Aerospace; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/SolarCity; 11; 3; 0; 18; 0; 
https://en.wikipedia.org/wiki/Tesla_Energy; 13; 4; 0; 19; 0; 
https://en.wikipedia.org/wiki/Friendly_artificial_intelligence; 0; 0; 0; 1; 0; 
https://en.wikipedia.org/wiki/Neurotechnology; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Brain%E2%80%93computer_interface; 0; 1; 0; 3; 0; 
https://en.wikipedia.org/wiki/Hyperloop; 3; 6; 0; 36; 0; 
https://en.wikipedia.org/wiki/Vactrain; 0; 1; 0; 2; 0; 
https://en.wikipedia.org/wiki/Tham_Luang_cave_rescue; 0; 0; 0; 3; 11; 
https://en.wikipedia.org/wiki/U.S._Securities_and_Exchange_Commission; 0; 0; 0; 0; 0; 
https://en.wikipedia.org/wiki/Twitter; 0; 1; 0; 2; 0; 
https://en.wikipedia.org/wiki/COVID-19_misinformation; 0; 0; 0; 0; 11; 
